sku_id,week,demand,stockout_flag,holiday_flag,promotion_flag
PART-10000,2022-07-18,27.0,0,1,0
PART-10000,2022-07-25,14.0,0,0,0
PART-10000,2022-08-01,14.0,0,0,0
PART-10000,2022-08-08,15.0,0,0,0
PART-10000,2022-08-15,14.0,0,0,0
PART-10000,2022-08-22,35.0,0,0,0
PART-10000,2022-08-29,0.0,0,0,0
PART-10000,2022-09-05,15.0,0,0,0
PART-10000,2022-09-12,0.0,0,0,0
PART-10000,2022-09-19,14.0,0,0,0
PART-10000,2022-09-26,14.0,0,0,0
PART-10000,2022-10-03,0.0,0,0,1
PART-10000,2022-10-10,0.0,0,0,0
PART-10000,2022-10-17,13.0,0,0,0
PART-10000,2022-10-24,1.0,0,0,0
PART-10000,2022-10-31,0.0,0,0,0
PART-10000,2022-11-07,,0,0,1
PART-10000,2022-11-14,1.0,0,0,0
PART-10000,2022-11-21,0.0,0,0,1
PART-10000,2022-11-28,0.0,0,0,0
PART-10000,2022-12-05,0.0,1,0,0
PART-10000,2022-12-12,0.0,1,0,0
PART-10000,2022-12-19,0.0,1,0,0
PART-10000,2022-12-26,14.0,0,0,0
PART-10000,2023-01-02,12.0,0,0,0
PART-10000,2023-01-09,13.0,0,0,0
PART-10000,2023-01-16,14.0,0,0,0
PART-10000,2023-01-23,0.0,0,0,0
PART-10000,2023-01-30,12.0,0,0,0
PART-10000,2023-02-06,13.0,0,0,0
PART-10000,2023-02-13,35.0,0,0,0
PART-10000,2023-02-20,0.0,0,0,0
PART-10000,2023-02-27,0.0,0,0,0
PART-10000,2023-03-06,0.0,0,0,0
PART-10000,2023-03-13,11.0,0,0,0
PART-10000,2023-03-20,11.0,0,0,0
PART-10000,2023-03-27,0.0,0,0,0
PART-10000,2023-04-03,0.0,0,0,1
PART-10000,2023-04-10,18.0,0,0,0
PART-10000,2023-04-17,17.0,0,0,1
PART-10000,2023-04-24,11.0,0,0,0
PART-10000,2023-05-01,2.0,0,0,0
PART-10000,2023-05-08,12.0,0,0,0
PART-10000,2023-05-15,0.0,0,0,1
PART-10000,2023-05-22,26.0,0,0,0
PART-10000,2023-05-29,13.0,0,0,0
PART-10000,2023-06-05,,0,0,0
PART-10000,2023-06-12,15.0,0,0,0
PART-10000,2023-06-19,13.0,0,0,0
PART-10000,2023-06-26,15.0,0,0,0
PART-10000,2023-07-03,11.0,0,1,0
PART-10000,2023-07-10,0.0,0,0,0
PART-10000,2023-07-17,0.0,0,0,0
PART-10000,2023-07-24,0.0,0,0,0
PART-10000,2023-07-31,0.0,0,0,0
PART-10000,2023-08-07,15.0,0,0,0
PART-10000,2023-08-14,1.0,0,0,0
PART-10000,2023-08-21,1.0,0,1,0
PART-10000,2023-08-28,1.0,0,0,0
PART-10000,2023-09-04,0.0,0,0,0
PART-10000,2023-09-11,0.0,1,0,0
PART-10000,2023-09-18,0.0,1,0,0
PART-10000,2023-09-25,0.0,1,0,0
PART-10000,2023-10-02,0.0,0,0,1
PART-10000,2023-10-09,1.0,0,0,0
PART-10000,2023-10-16,0.0,0,0,0
PART-10000,2023-10-23,52.0,0,0,0
PART-10000,2023-10-30,0.0,0,0,1
PART-10000,2023-11-06,11.0,0,1,0
PART-10000,2023-11-13,1.0,0,0,0
PART-10000,2023-11-20,2.0,0,0,0
PART-10000,2023-11-27,0.0,0,0,0
PART-10000,2023-12-04,12.0,0,0,0
PART-10000,2023-12-11,0.0,0,0,0
PART-10000,2023-12-18,14.0,0,0,0
PART-10000,2023-12-25,47.0,0,0,0
PART-10001,2021-01-04,5.0,0,1,0
PART-10001,2021-01-11,6.0,0,1,0
PART-10001,2021-01-18,0.0,0,1,0
PART-10001,2021-01-25,7.0,0,0,0
PART-10001,2021-02-01,6.0,0,0,0
PART-10001,2021-02-08,0.0,0,0,0
PART-10001,2021-02-15,6.0,0,0,0
PART-10001,2021-02-22,7.0,0,0,0
PART-10001,2021-03-01,6.0,0,0,0
PART-10001,2021-03-08,5.0,0,0,0
PART-10001,2021-03-15,0.0,0,0,0
PART-10001,2021-03-22,1.0,0,0,0
PART-10001,2021-03-29,0.0,0,0,0
PART-10001,2021-04-05,9.0,0,0,0
PART-10001,2021-04-12,6.0,0,0,0
PART-10001,2021-04-19,1.0,0,0,0
PART-10001,2021-04-26,0.0,0,0,1
PART-10001,2021-05-03,0.0,0,0,0
PART-10001,2021-05-10,,0,0,1
PART-10001,2021-05-17,0.0,0,1,1
PART-10001,2021-05-24,6.0,0,0,0
PART-10001,2021-05-31,0.0,0,0,0
PART-10001,2021-06-07,6.0,0,0,0
PART-10001,2021-06-14,7.0,0,0,0
PART-10001,2021-06-21,6.0,0,0,0
PART-10001,2021-06-28,5.0,0,1,0
PART-10001,2021-07-05,0.0,0,1,0
PART-10001,2021-07-12,12.0,0,0,0
PART-10001,2021-07-19,0.0,0,0,0
PART-10001,2021-07-26,7.0,0,0,0
PART-10001,2021-08-02,0.0,0,0,0
PART-10001,2021-08-09,6.0,0,1,0
PART-10001,2021-08-16,0.0,0,0,0
PART-10001,2021-08-23,7.0,0,0,0
PART-10001,2021-08-30,7.0,0,0,0
PART-10001,2021-09-06,7.0,0,0,0
PART-10001,2021-09-13,7.0,0,0,0
PART-10001,2021-09-20,7.0,0,0,0
PART-10001,2021-09-27,8.0,0,0,0
PART-10001,2021-10-04,11.0,0,0,1
PART-10001,2021-10-11,1.0,0,0,0
PART-10001,2021-10-18,8.0,0,0,0
PART-10001,2021-10-25,0.0,0,0,1
PART-10001,2021-11-01,8.0,0,0,0
PART-10001,2021-11-08,8.0,0,0,0
PART-10001,2021-11-15,10.0,0,0,1
PART-10001,2021-11-22,7.0,0,0,0
PART-10001,2021-11-29,,0,0,0
PART-10001,2021-12-06,0.0,0,0,0
PART-10001,2021-12-13,0.0,0,0,0
PART-10001,2021-12-20,6.0,0,1,0
PART-10001,2021-12-27,5.0,0,1,0
PART-10001,2022-01-03,4.0,0,1,0
PART-10001,2022-01-10,1.0,0,0,0
PART-10001,2022-01-17,5.0,0,1,0
PART-10001,2022-01-24,7.0,0,0,0
PART-10001,2022-01-31,6.0,0,0,0
PART-10001,2022-02-07,6.0,0,0,0
PART-10001,2022-02-14,1.0,0,0,0
PART-10001,2022-02-21,6.0,0,0,0
PART-10001,2022-02-28,5.0,0,0,0
PART-10001,2022-03-07,6.0,0,0,0
PART-10001,2022-03-14,0.0,0,1,0
PART-10001,2022-03-21,6.0,0,0,0
PART-10001,2022-03-28,6.0,0,0,0
PART-10001,2022-04-04,7.0,0,0,1
PART-10001,2022-04-11,7.0,0,0,1
PART-10001,2022-04-18,8.0,0,0,1
PART-10001,2022-04-25,5.0,0,0,0
PART-10001,2022-05-02,7.0,0,0,1
PART-10001,2022-05-09,7.0,0,0,1
PART-10001,2022-05-16,8.0,0,0,1
PART-10001,2022-05-23,0.0,1,0,1
PART-10001,2022-05-30,0.0,1,0,0
PART-10001,2022-06-06,6.0,0,0,0
PART-10001,2022-06-13,6.0,0,0,0
PART-10001,2022-06-20,6.0,0,0,0
PART-10001,2022-06-27,6.0,0,0,0
PART-10001,2022-07-04,7.0,0,0,0
PART-10001,2022-07-11,6.0,0,0,0
PART-10001,2022-07-18,5.0,0,1,0
PART-10001,2022-07-25,0.0,0,0,0
PART-10001,2022-08-01,7.0,0,0,0
PART-10001,2022-08-08,7.0,0,0,0
PART-10001,2022-08-15,30.0,0,0,0
PART-10001,2022-08-22,16.0,0,0,0
PART-10001,2022-08-29,8.0,0,0,0
PART-10001,2022-09-05,0.0,0,0,0
PART-10001,2022-09-12,0.0,0,0,0
PART-10001,2022-09-19,30.0,0,0,0
PART-10001,2022-09-26,0.0,0,0,0
PART-10001,2022-10-03,0.0,1,0,1
PART-10001,2022-10-10,,1,0,0
PART-10001,2022-10-17,0.0,1,0,0
PART-10001,2022-10-24,18.0,0,0,0
PART-10001,2022-10-31,12.0,0,0,0
PART-10001,2022-11-07,11.0,0,0,1
PART-10001,2022-11-14,7.0,0,0,0
PART-10001,2022-11-21,11.0,0,0,1
PART-10001,2022-11-28,7.0,0,0,0
PART-10001,2022-12-05,7.0,0,0,0
PART-10001,2022-12-12,0.0,0,0,0
PART-10001,2022-12-19,7.0,0,0,0
PART-10001,2022-12-26,7.0,0,0,0
PART-10001,2023-01-02,7.0,0,0,0
PART-10001,2023-01-09,8.0,0,0,0
PART-10001,2023-01-16,6.0,0,0,0
PART-10001,2023-01-23,0.0,0,0,0
PART-10001,2023-01-30,6.0,0,0,0
PART-10001,2023-02-06,6.0,0,0,0
PART-10001,2023-02-13,5.0,0,0,0
PART-10001,2023-02-20,5.0,0,0,0
PART-10001,2023-02-27,6.0,0,0,0
PART-10001,2023-03-06,6.0,0,0,0
PART-10001,2023-03-13,20.0,0,0,0
PART-10001,2023-03-20,11.0,0,0,0
PART-10001,2023-03-27,0.0,0,0,0
PART-10001,2023-04-03,,0,0,1
PART-10001,2023-04-10,1.0,0,0,0
PART-10001,2023-04-17,8.0,0,0,1
PART-10001,2023-04-24,0.0,0,0,0
PART-10001,2023-05-01,5.0,0,0,0
PART-10001,2023-05-08,6.0,0,0,0
PART-10001,2023-05-15,0.0,0,0,1
PART-10001,2023-05-22,5.0,0,0,0
PART-10001,2023-05-29,5.0,0,0,0
PART-10001,2023-06-05,6.0,0,0,0
PART-10001,2023-06-12,5.0,0,0,0
PART-10001,2023-06-19,0.0,0,0,0
PART-10001,2023-06-26,6.0,0,0,0
PART-10001,2023-07-03,5.0,0,1,0
PART-10001,2023-07-10,6.0,0,0,0
PART-10001,2023-07-17,6.0,0,0,0
PART-10001,2023-07-24,6.0,0,0,0
PART-10001,2023-07-31,1.0,0,0,0
PART-10001,2023-08-07,7.0,0,0,0
PART-10001,2023-08-14,28.0,0,0,0
PART-10001,2023-08-21,11.0,0,1,0
PART-10001,2023-08-28,0.0,0,0,0
PART-10001,2023-09-04,18.0,0,0,0
PART-10001,2023-09-11,7.0,0,0,0
PART-10001,2023-09-18,8.0,0,0,0
PART-10001,2023-09-25,8.0,0,0,0
PART-10001,2023-10-02,9.0,0,0,1
PART-10001,2023-10-09,8.0,0,0,0
PART-10001,2023-10-16,18.0,0,0,0
PART-10001,2023-10-23,12.0,0,0,0
PART-10001,2023-10-30,0.0,0,0,1
PART-10001,2023-11-06,0.0,0,1,0
PART-10001,2023-11-13,8.0,0,0,0
PART-10001,2023-11-20,0.0,0,0,0
PART-10001,2023-11-27,0.0,0,0,0
PART-10001,2023-12-04,0.0,0,0,0
PART-10001,2023-12-11,7.0,0,0,0
PART-10001,2023-12-18,0.0,0,0,0
PART-10001,2023-12-25,8.0,0,0,0
PART-10002,2021-01-04,225.0,0,1,0
PART-10002,2021-01-11,135.0,0,1,0
PART-10002,2021-01-18,8.0,0,1,0
PART-10002,2021-01-25,0.0,0,0,0
PART-10002,2021-02-01,105.0,0,0,0
PART-10002,2021-02-08,93.0,0,0,0
PART-10002,2021-02-15,90.0,0,0,0
PART-10002,2021-02-22,90.0,0,0,0
PART-10002,2021-03-01,91.0,0,0,0
PART-10002,2021-03-08,95.0,0,0,0
PART-10002,2021-03-15,84.0,0,0,0
PART-10002,2021-03-22,81.0,0,0,0
PART-10002,2021-03-29,0.0,0,0,0
PART-10002,2021-04-05,92.0,0,0,0
PART-10002,2021-04-12,92.0,0,0,0
PART-10002,2021-04-19,88.0,0,0,0
PART-10002,2021-04-26,127.0,0,0,1
PART-10002,2021-05-03,87.0,0,0,0
PART-10002,2021-05-10,111.0,0,0,1
PART-10002,2021-05-17,94.0,0,1,1
PART-10002,2021-05-24,76.0,0,0,0
PART-10002,2021-05-31,300.0,0,0,0
PART-10002,2021-06-07,163.0,0,0,0
PART-10002,2021-06-14,4.0,0,0,0
PART-10002,2021-06-21,60.0,0,0,0
PART-10002,2021-06-28,42.0,0,1,0
PART-10002,2021-07-05,50.0,0,1,0
PART-10002,2021-07-12,63.0,0,0,0
PART-10002,2021-07-19,60.0,0,0,0
PART-10002,2021-07-26,49.0,0,0,0
PART-10002,2021-08-02,55.0,0,0,0
PART-10002,2021-08-09,0.0,0,1,0
PART-10002,2021-08-16,43.0,0,0,0
PART-10002,2021-08-23,48.0,0,0,0
PART-10002,2021-08-30,42.0,0,0,0
PART-10002,2021-09-06,44.0,0,0,0
PART-10002,2021-09-13,46.0,0,0,0
PART-10002,2021-09-20,40.0,0,0,0
PART-10002,2021-09-27,44.0,0,0,0
PART-10002,2021-10-04,52.0,0,0,1
PART-10002,2021-10-11,43.0,0,0,0
PART-10002,2021-10-18,0.0,1,0,0
PART-10002,2021-10-25,0.0,1,0,1
PART-10002,2021-11-01,0.0,1,0,0
PART-10002,2021-11-08,60.0,0,0,0
PART-10002,2021-11-15,78.0,0,0,1
PART-10002,2021-11-22,70.0,0,0,0
PART-10002,2021-11-29,,0,0,0
PART-10002,2021-12-06,68.0,0,0,0
PART-10002,2021-12-13,73.0,0,0,0
PART-10002,2021-12-20,61.0,0,1,0
PART-10002,2021-12-27,56.0,0,1,0
PART-10002,2022-01-03,62.0,0,1,0
PART-10002,2022-01-10,0.0,1,0,0
PART-10002,2022-01-17,0.0,1,1,0
PART-10002,2022-01-24,0.0,1,0,0
PART-10002,2022-01-31,92.0,0,0,0
PART-10002,2022-02-07,95.0,0,0,0
PART-10002,2022-02-14,100.0,0,0,0
PART-10002,2022-02-21,86.0,0,0,0
PART-10002,2022-02-28,104.0,0,0,0
PART-10002,2022-03-07,95.0,0,0,0
PART-10002,2022-03-14,73.0,0,1,0
PART-10002,2022-03-21,99.0,0,0,0
PART-10002,2022-03-28,94.0,0,0,0
PART-10002,2022-04-04,137.0,0,0,1
PART-10002,2022-04-11,136.0,0,0,1
PART-10002,2022-04-18,594.0,0,0,1
PART-10002,2022-04-25,227.0,0,0,0
PART-10002,2022-05-02,116.0,0,0,1
PART-10002,2022-05-09,115.0,0,0,1
PART-10002,2022-05-16,115.0,0,0,1
PART-10002,2022-05-23,110.0,0,0,1
PART-10002,2022-05-30,77.0,0,0,0
PART-10002,2022-06-06,67.0,0,0,0
PART-10002,2022-06-13,70.0,0,0,0
PART-10002,2022-06-20,73.0,0,0,0
PART-10002,2022-06-27,69.0,0,0,0
PART-10002,2022-07-04,72.0,0,0,0
PART-10002,2022-07-11,62.0,0,0,0
PART-10002,2022-07-18,35.0,0,1,0
PART-10002,2022-07-25,127.0,0,0,0
PART-10002,2022-08-01,88.0,0,0,0
PART-10002,2022-08-08,44.0,0,0,0
PART-10002,2022-08-15,41.0,0,0,0
PART-10002,2022-08-22,44.0,0,0,0
PART-10002,2022-08-29,47.0,0,0,0
PART-10002,2022-09-05,45.0,0,0,0
PART-10002,2022-09-12,56.0,0,0,0
PART-10002,2022-09-19,113.0,0,0,0
PART-10002,2022-09-26,0.0,0,0,0
PART-10002,2022-10-03,48.0,0,0,1
PART-10002,2022-10-10,36.0,0,0,0
PART-10002,2022-10-17,50.0,0,0,0
PART-10002,2022-10-24,0.0,0,0,0
PART-10002,2022-10-31,0.0,0,0,0
PART-10002,2022-11-07,,0,0,1
PART-10002,2022-11-14,272.0,0,0,0
PART-10002,2022-11-21,485.0,0,0,1
PART-10002,2022-11-28,101.0,0,0,0
PART-10002,2022-12-05,71.0,0,0,0
PART-10002,2022-12-12,71.0,0,0,0
PART-10002,2022-12-19,81.0,0,0,0
PART-10002,2022-12-26,82.0,0,0,0
PART-10002,2023-01-02,80.0,0,0,0
PART-10002,2023-01-09,88.0,0,0,0
PART-10002,2023-01-16,96.0,0,0,0
PART-10002,2023-01-23,91.0,0,0,0
PART-10002,2023-01-30,93.0,0,0,0
PART-10002,2023-02-06,96.0,0,0,0
PART-10002,2023-02-13,90.0,0,0,0
PART-10002,2023-02-20,93.0,0,0,0
PART-10002,2023-02-27,103.0,0,0,0
PART-10002,2023-03-06,1.0,0,0,0
PART-10002,2023-03-13,0.0,0,0,0
PART-10002,2023-03-20,106.0,0,0,0
PART-10002,2023-03-27,0.0,1,0,0
PART-10002,2023-04-03,0.0,1,0,1
PART-10002,2023-04-10,0.0,1,0,0
PART-10002,2023-04-17,0.0,1,0,1
PART-10002,2023-04-24,8.0,0,0,0
PART-10002,2023-05-01,91.0,0,0,0
PART-10002,2023-05-08,81.0,0,0,0
PART-10002,2023-05-15,114.0,0,0,1
PART-10002,2023-05-22,85.0,0,0,0
PART-10002,2023-05-29,82.0,0,0,0
PART-10002,2023-06-05,8.0,0,0,0
PART-10002,2023-06-12,176.0,0,0,0
PART-10002,2023-06-19,107.0,0,0,0
PART-10002,2023-06-26,0.0,0,0,0
PART-10002,2023-07-03,40.0,0,1,0
PART-10002,2023-07-10,10.0,0,0,0
PART-10002,2023-07-17,53.0,0,0,0
PART-10002,2023-07-24,52.0,0,0,0
PART-10002,2023-07-31,205.0,0,0,0
PART-10002,2023-08-07,101.0,0,0,0
PART-10002,2023-08-14,55.0,0,0,0
PART-10002,2023-08-21,29.0,0,1,0
PART-10002,2023-08-28,36.0,0,0,0
PART-10002,2023-09-04,47.0,0,0,0
PART-10002,2023-09-11,38.0,0,0,0
PART-10002,2023-09-18,,0,0,0
PART-10002,2023-09-25,33.0,0,0,0
PART-10002,2023-10-02,70.0,0,0,1
PART-10002,2023-10-09,52.0,0,0,0
PART-10002,2023-10-16,54.0,0,0,0
PART-10002,2023-10-23,,0,0,0
PART-10002,2023-10-30,5.0,0,0,1
PART-10002,2023-11-06,40.0,0,1,0
PART-10002,2023-11-13,56.0,0,0,0
PART-10002,2023-11-20,68.0,0,0,0
PART-10002,2023-11-27,68.0,0,0,0
PART-10002,2023-12-04,78.0,0,0,0
PART-10002,2023-12-11,72.0,0,0,0
PART-10002,2023-12-18,2.0,0,0,0
PART-10002,2023-12-25,0.0,0,0,0
PART-10003,2021-01-04,0.0,0,1,0
PART-10003,2021-01-11,1.0,0,1,0
PART-10003,2021-01-18,5.0,0,1,0
PART-10003,2021-01-25,2.0,0,0,0
PART-10003,2021-02-01,0.0,0,0,0
PART-10003,2021-02-08,7.0,0,0,0
PART-10003,2021-02-15,1.0,0,0,0
PART-10003,2021-02-22,0.0,0,0,0
PART-10003,2021-03-01,1.0,0,0,0
PART-10003,2021-03-08,7.0,0,0,0
PART-10003,2021-03-15,6.0,0,0,0
PART-10003,2021-03-22,7.0,0,0,0
PART-10003,2021-03-29,7.0,0,0,0
PART-10003,2021-04-05,0.0,0,0,0
PART-10003,2021-04-12,0.0,0,0,0
PART-10003,2021-04-19,8.0,0,0,0
PART-10003,2021-04-26,0.0,0,0,1
PART-10003,2021-05-03,5.0,0,0,0
PART-10003,2021-05-10,7.0,0,0,1
PART-10003,2021-05-17,6.0,0,1,1
PART-10003,2021-05-24,0.0,0,0,0
PART-10003,2021-05-31,1.0,0,0,0
PART-10003,2021-06-07,0.0,0,0,0
PART-10003,2021-06-14,6.0,0,0,0
PART-10003,2021-06-21,6.0,0,0,0
PART-10003,2021-06-28,1.0,0,1,0
PART-10003,2021-07-05,0.0,0,1,0
PART-10003,2021-07-12,0.0,0,0,0
PART-10003,2021-07-19,1.0,0,0,0
PART-10003,2021-07-26,0.0,0,0,0
PART-10003,2021-08-02,7.0,0,0,0
PART-10003,2021-08-09,4.0,0,1,0
PART-10003,2021-08-16,6.0,0,0,0
PART-10003,2021-08-23,0.0,1,0,0
PART-10003,2021-08-30,0.0,1,0,0
PART-10003,2021-09-06,7.0,0,0,0
PART-10003,2021-09-13,7.0,0,0,0
PART-10003,2021-09-20,7.0,0,0,0
PART-10003,2021-09-27,8.0,0,0,0
PART-10003,2021-10-04,0.0,0,0,1
PART-10003,2021-10-11,8.0,0,0,0
PART-10003,2021-10-18,1.0,0,0,0
PART-10003,2021-10-25,0.0,0,0,1
PART-10003,2021-11-01,1.0,0,0,0
PART-10003,2021-11-08,0.0,0,0,0
PART-10003,2021-11-15,10.0,0,0,1
PART-10003,2021-11-22,35.0,0,0,0
PART-10003,2021-11-29,0.0,0,0,0
PART-10003,2021-12-06,0.0,0,0,0
PART-10003,2021-12-13,8.0,0,0,0
PART-10003,2021-12-20,6.0,0,1,0
PART-10003,2021-12-27,0.0,0,1,0
PART-10003,2022-01-03,0.0,0,1,0
PART-10003,2022-01-10,0.0,0,0,0
PART-10003,2022-01-17,0.0,0,1,0
PART-10003,2022-01-24,0.0,0,0,0
PART-10003,2022-01-31,8.0,0,0,0
PART-10003,2022-02-07,7.0,0,0,0
PART-10003,2022-02-14,0.0,0,0,0
PART-10003,2022-02-21,7.0,0,0,0
PART-10003,2022-02-28,0.0,0,0,0
PART-10003,2022-03-07,6.0,0,0,0
PART-10003,2022-03-14,0.0,0,1,0
PART-10003,2022-03-21,7.0,0,0,0
PART-10003,2022-03-28,7.0,0,0,0
PART-10003,2022-04-04,0.0,0,0,1
PART-10003,2022-04-11,0.0,0,0,1
PART-10003,2022-04-18,0.0,0,0,1
PART-10003,2022-04-25,0.0,0,0,0
PART-10003,2022-05-02,0.0,0,0,1
PART-10003,2022-05-09,1.0,0,0,1
PART-10003,2022-05-16,0.0,0,0,1
PART-10003,2022-05-23,8.0,0,0,1
PART-10003,2022-05-30,0.0,0,0,0
PART-10003,2022-06-06,0.0,0,0,0
PART-10003,2022-06-13,0.0,0,0,0
PART-10003,2022-06-20,0.0,0,0,0
PART-10003,2022-06-27,13.0,0,0,0
PART-10003,2022-07-04,0.0,0,0,0
PART-10003,2022-07-11,,0,0,0
PART-10003,2022-07-18,0.0,0,1,0
PART-10003,2022-07-25,0.0,0,0,0
PART-10003,2022-08-01,0.0,0,0,0
PART-10003,2022-08-08,0.0,0,0,0
PART-10003,2022-08-15,8.0,0,0,0
PART-10003,2022-08-22,6.0,0,0,0
PART-10003,2022-08-29,7.0,0,0,0
PART-10003,2022-09-05,0.0,0,0,0
PART-10003,2022-09-12,7.0,0,0,0
PART-10003,2022-09-19,8.0,0,0,0
PART-10003,2022-09-26,0.0,0,0,0
PART-10003,2022-10-03,0.0,0,0,1
PART-10003,2022-10-10,11.0,0,0,0
PART-10003,2022-10-17,1.0,0,0,0
PART-10003,2022-10-24,0.0,1,0,0
PART-10003,2022-10-31,0.0,1,0,0
PART-10003,2022-11-07,0.0,1,0,1
PART-10003,2022-11-14,1.0,0,0,0
PART-10003,2022-11-21,0.0,0,0,1
PART-10003,2022-11-28,0.0,0,0,0
PART-10003,2022-12-05,1.0,0,0,0
PART-10003,2022-12-12,0.0,0,0,0
PART-10003,2022-12-19,0.0,0,0,0
PART-10003,2022-12-26,0.0,0,0,0
PART-10003,2023-01-02,0.0,0,0,0
PART-10003,2023-01-09,8.0,0,0,0
PART-10003,2023-01-16,0.0,0,0,0
PART-10003,2023-01-23,0.0,0,0,0
PART-10003,2023-01-30,8.0,0,0,0
PART-10003,2023-02-06,8.0,0,0,0
PART-10003,2023-02-13,8.0,0,0,0
PART-10003,2023-02-20,,0,0,0
PART-10003,2023-02-27,0.0,0,0,0
PART-10003,2023-03-06,0.0,0,0,0
PART-10003,2023-03-13,0.0,0,0,0
PART-10003,2023-03-20,6.0,0,0,0
PART-10003,2023-03-27,0.0,0,0,0
PART-10003,2023-04-03,0.0,0,0,1
PART-10003,2023-04-10,6.0,0,0,0
PART-10003,2023-04-17,0.0,0,0,1
PART-10003,2023-04-24,0.0,1,0,0
PART-10003,2023-05-01,0.0,1,0,0
PART-10003,2023-05-08,0.0,1,0,0
PART-10003,2023-05-15,0.0,1,0,1
PART-10003,2023-05-22,6.0,0,0,0
PART-10003,2023-05-29,0.0,0,0,0
PART-10003,2023-06-05,6.0,0,0,0
PART-10003,2023-06-12,0.0,0,0,0
PART-10003,2023-06-19,1.0,0,0,0
PART-10003,2023-06-26,0.0,0,0,0
PART-10003,2023-07-03,5.0,0,1,0
PART-10003,2023-07-10,7.0,0,0,0
PART-10003,2023-07-17,0.0,0,0,0
PART-10003,2023-07-24,0.0,0,0,0
PART-10003,2023-07-31,1.0,0,0,0
PART-10003,2023-08-07,6.0,0,0,0
PART-10003,2023-08-14,,0,0,0
PART-10003,2023-08-21,0.0,0,1,0
PART-10003,2023-08-28,7.0,0,0,0
